2026-04-15 16:01:30 | DEV  | SCAN        | 43 SAML apps                            | ok        | candidates=3 no_match=23 already_oin=9 inactive=3 legacy=1 replaced=4
2026-04-16 13:50:06 | PROD | OVERRIDE    | ComputerWorks - InterTrac - Sinema-it01 | no_oin    | 
2026-04-16 13:50:06 | PROD | OVERRIDE    | ComputerWorks - InterTrac - Casey-it01  | no_oin    | 
2026-04-16 13:50:06 | PROD | OVERRIDE    | Democratic Cloakroom VPS (JEMNS)        | no_oin    | 
2026-04-16 13:50:06 | PROD | OVERRIDE    | ECM                                     | review_nee| 
2026-04-16 13:50:06 | PROD | OVERRIDE    | Exiger                                  | review_nee| 
2026-04-16 13:50:06 | PROD | OVERRIDE    | iConstituent                            | no_oin    | 
2026-04-16 13:50:06 | PROD | OVERRIDE    | iConstituent - Legacy                   | no_oin    | 
2026-04-16 13:50:06 | PROD | OVERRIDE    | DataPointer SSO                         | no_oin    | 
2026-04-16 13:50:06 | PROD | OVERRIDE    | IPTV                                    | no_oin    | 
2026-04-16 13:50:06 | PROD | OVERRIDE    | IPTV - Testing server                   | no_oin    | 
2026-04-16 13:50:06 | PROD | OVERRIDE    | JEMNS SSO                               | no_oin    | 
2026-04-16 13:50:06 | PROD | OVERRIDE    | Infodesk SSO                            | review_nee| 
2026-04-16 13:50:06 | PROD | OVERRIDE    | Kronos_Test                             | review_nee| 
2026-04-16 13:50:06 | PROD | OVERRIDE    | KeyCloak Vyopta SSO                     | review_nee| 
2026-04-16 13:50:06 | PROD | OVERRIDE    | Disbursing GRB SSO                      | no_oin    | 
2026-04-16 13:50:06 | PROD | OVERRIDE    | ComputerWorks - InterTrac - Reed-it02   | no_oin    | 
2026-04-16 13:50:38 | PROD | AI_REVIEW   | Law360                                  | review_nee| No CANDIDATES provided; Law360 is a commercial legal news service that may have an OIN entry — catalog search required.
2026-04-16 13:50:38 | PROD | AI_REVIEW   | Lexis Advance                           | review_nee| No CANDIDATES provided; LexisNexis/Lexis Advance is a major vendor that likely has an OIN entry — catalog search required.
2026-04-16 13:50:38 | PROD | AI_REVIEW   | LFTS2 (Kiteworks)                       | review_nee| No CANDIDATES provided; Kiteworks is a known commercial secure content platform that may have an OIN entry — catalog search required.
2026-04-16 13:50:38 | PROD | AI_REVIEW   | MATT-Openshift                          | no_oin    | MATT-Openshift is explicitly listed as a known Senate-specific app with no OIN equivalent.
2026-04-16 13:50:38 | PROD | AI_REVIEW   | MoveSpring                              | review_nee| No CANDIDATES provided; MoveSpring is a commercial wellness app that may have an OIN entry — catalog search required.
2026-04-16 13:50:38 | PROD | AI_REVIEW   | OneStream                               | review_nee| No CANDIDATES provided; OneStream is a commercial financial planning platform that may have an OIN entry — catalog search required.
2026-04-16 13:50:38 | PROD | AI_REVIEW   | Otis QA                                 | review_nee| No CANDIDATES provided; QA environment label makes base app identity unclear — catalog search and app owner verification required.
2026-04-16 13:50:38 | PROD | AI_REVIEW   | PageFlex                                | no_oin    | PageFlex is explicitly listed as a known Senate-specific app with no OIN equivalent.
2026-04-16 13:50:38 | PROD | AI_REVIEW   | PageProof SSO                           | review_nee| No CANDIDATES provided; PageProof is a commercial proofing platform that may have an OIN entry — catalog search required.
2026-04-16 13:50:38 | PROD | AI_REVIEW   | Privacy Bee                             | review_nee| No CANDIDATES provided; Privacy Bee is a commercial privacy service that may have an OIN entry — catalog search required.
2026-04-16 13:50:38 | PROD | AI_REVIEW   | SAAOnCall Staging                       | no_oin    | SAAOnCall is explicitly listed as a known Senate-specific app with no OIN equivalent; staging variant inherits that classification.
2026-04-16 13:50:38 | PROD | AI_REVIEW   | SC Logic SSO                            | review_nee| No CANDIDATES provided; SC Logic is a commercial asset/facilities management platform that may have an OIN entry — catalog search required.
2026-04-16 13:50:38 | PROD | AI_REVIEW   | Senate Library LS2                      | no_oin    | Senate Library is explicitly listed as a known Senate-specific app with no OIN equivalent.
2026-04-16 13:50:38 | PROD | AI_REVIEW   | SLC leg server: POC Thom Cole           | no_oin    | SLC leg server is explicitly listed as a known Senate-specific app with no OIN equivalent.
2026-04-16 13:50:38 | PROD | AI_REVIEW   | SnapStream                              | no_oin    | SnapStream is explicitly listed as a known Senate-specific app with no OIN equivalent.
2026-04-16 13:50:38 | PROD | AI_REVIEW   | Soap                                    | no_oin    | SOAP is explicitly listed as a known Senate-specific app with no OIN equivalent.
2026-04-16 13:50:38 | PROD | AI_REVIEW   | StackOverFlowForTeams                   | review_nee| No CANDIDATES provided; Stack Overflow for Teams is a major commercial product that very likely has an OIN entry — catalog search required.
2026-04-16 13:50:38 | PROD | AI_REVIEW   | TalentComp                              | review_nee| No CANDIDATES provided; TalentComp identity is ambiguous and may be niche or proprietary — catalog search and app owner verification required.
2026-04-16 13:50:38 | PROD | OVERRIDE    | Law360                                  | review_nee| 
2026-04-16 13:50:38 | PROD | OVERRIDE    | Lexis Advance                           | review_nee| 
2026-04-16 13:50:38 | PROD | OVERRIDE    | OneStream                               | review_nee| 
2026-04-16 13:50:38 | PROD | OVERRIDE    | Otis QA                                 | review_nee| 
2026-04-16 13:50:38 | PROD | OVERRIDE    | PageFlex                                | no_oin    | 
2026-04-16 13:50:38 | PROD | OVERRIDE    | MoveSpring                              | review_nee| 
2026-04-16 13:50:38 | PROD | OVERRIDE    | SAAOnCall Staging                       | no_oin    | 
2026-04-16 13:50:38 | PROD | OVERRIDE    | PageProof SSO                           | review_nee| 
2026-04-16 13:50:38 | PROD | OVERRIDE    | Privacy Bee                             | review_nee| 
2026-04-16 13:50:38 | PROD | OVERRIDE    | SLC leg server: POC Thom Cole           | no_oin    | 
2026-04-16 13:50:38 | PROD | OVERRIDE    | SC Logic SSO                            | review_nee| 
2026-04-16 13:50:38 | PROD | OVERRIDE    | SnapStream                              | no_oin    | 
2026-04-16 13:50:38 | PROD | OVERRIDE    | Soap                                    | no_oin    | 
2026-04-16 13:50:38 | PROD | OVERRIDE    | StackOverFlowForTeams                   | review_nee| 
2026-04-16 13:50:38 | PROD | OVERRIDE    | Senate Library LS2                      | no_oin    | 
2026-04-16 13:50:38 | PROD | OVERRIDE    | TalentComp                              | review_nee| 
2026-04-16 13:50:38 | PROD | OVERRIDE    | LFTS2 (Kiteworks)                       | review_nee| 
2026-04-16 13:50:38 | PROD | OVERRIDE    | MATT-Openshift                          | no_oin    | 
2026-04-16 13:56:26 | PROD | SP_CONFIG   | *SAML Test App #1                       | ok        | 
2026-04-16 13:56:50 | PROD | SP_CONFIG   | Adaptive SSO                            | ok        | 
2026-04-16 13:57:11 | PROD | SP_CONFIG   | Adaptive SSO - Admin                    | ok        | 
2026-04-16 13:57:38 | PROD | SP_CONFIG   | AlertMedia                              | ok        | 
2026-04-16 13:58:04 | PROD | SP_CONFIG   | Asana                                   | ok        | 
2026-04-16 13:58:30 | PROD | SP_CONFIG   | Box Enterprise Plus                     | ok        | 
2026-04-16 13:58:58 | PROD | SP_CONFIG   | CE Services                             | ok        | 
2026-04-16 13:59:28 | PROD | SP_CONFIG   | Cisco Webex Control Hub                 | ok        | 
2026-04-16 13:59:57 | PROD | SP_CONFIG   | ComputerWorks - InterTrac - Casey-it01  | ok        | 
2026-04-16 14:00:24 | PROD | SP_CONFIG   | ComputerWorks - InterTrac - Reed-it01   | ok        | 
2026-04-16 14:00:51 | PROD | SP_CONFIG   | ComputerWorks - InterTrac - Reed-it02   | ok        | 
2026-04-16 14:01:11 | PROD | SP_CONFIG   | ComputerWorks - InterTrac - Schumer-it01| ok        | 
2026-04-16 14:01:30 | PROD | SP_CONFIG   | ComputerWorks - InterTrac - Sinema-it01 | ok        | 
2026-04-16 14:01:48 | PROD | SP_CONFIG   | CSOD-Pilot                              | ok        | 
2026-04-16 14:02:16 | PROD | SP_CONFIG   | CSOD-PILOT-FED                          | ok        | 
2026-04-16 14:02:45 | PROD | SP_CONFIG   | CSOD-STG                                | ok        | 
2026-04-16 14:03:13 | PROD | SP_CONFIG   | CSOD-STG-FED                            | ok        | 
2026-04-16 14:03:36 | PROD | SP_CONFIG   | CSOD-TAM                                | ok        | 
2026-04-16 14:04:05 | PROD | SP_CONFIG   | CSODFed-TAM                             | ok        | 
2026-04-16 14:04:24 | PROD | SP_CONFIG   | DataPointer SSO                         | ok        | 
2026-04-16 14:04:52 | PROD | SP_CONFIG   | Democratic Cloakroom VPS (JEMNS)        | ok        | 
2026-04-16 14:05:19 | PROD | SP_CONFIG   | Disbursing GRB SSO                      | ok        | 
2026-04-16 14:05:40 | PROD | SP_CONFIG   | GCP Production                          | ok        | 
2026-04-16 14:06:07 | PROD | SP_CONFIG   | GitLab SSO                              | ok        | 
2026-04-16 14:06:35 | PROD | SP_CONFIG   | iConstituent                            | ok        | 
2026-04-16 14:07:03 | PROD | SP_CONFIG   | iConstituent - Legacy                   | ok        | 
2026-04-16 14:07:31 | PROD | SP_CONFIG   | IPTV                                    | ok        | 
2026-04-16 14:07:58 | PROD | SP_CONFIG   | IPTV - Testing server                   | ok        | 
2026-04-16 14:08:24 | PROD | SP_CONFIG   | JEMNS SSO                               | ok        | 
2026-04-16 14:08:42 | PROD | SP_CONFIG   | Keeper                                  | ok        | 
2026-04-16 14:09:04 | PROD | SP_CONFIG   | Kronos                                  | ok        | 
2026-04-16 14:09:26 | PROD | SP_CONFIG   | Lookout                                 | ok        | 
2026-04-16 14:09:52 | PROD | SP_CONFIG   | MATT-Openshift                          | ok        | 
2026-04-16 14:10:19 | PROD | SP_CONFIG   | PageFlex                                | ok        | 
2026-04-16 14:10:48 | PROD | SP_CONFIG   | SAAOnCall Staging                       | ok        | 
2026-04-16 14:11:07 | PROD | SP_CONFIG   | SailPoint                               | ok        | 
2026-04-16 14:11:26 | PROD | SP_CONFIG   | SANS ACLP                               | ok        | 
2026-04-16 14:11:45 | PROD | SP_CONFIG   | SANS Training - Litmos                  | ok        | 
2026-04-16 14:12:07 | PROD | SP_CONFIG   | Senate Library LS2                      | ok        | 
2026-04-16 14:12:18 | PROD | SP_CONFIG   | senate.ussenate.us                      | ok        | 
2026-04-16 14:12:44 | PROD | SP_CONFIG   | Sentry                                  | ok        | 
2026-04-16 14:13:08 | PROD | SP_CONFIG   | Sentry                                  | ok        | 
2026-04-16 14:13:27 | PROD | SP_CONFIG   | Singlewire                              | ok        | 
2026-04-16 14:13:54 | PROD | SP_CONFIG   | SLC leg server: POC Thom Cole           | ok        | 
2026-04-16 14:14:20 | PROD | SP_CONFIG   | SnapStream                              | ok        | 
2026-04-16 14:14:40 | PROD | SP_CONFIG   | SnapStream                              | FAILED    | ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2026-04-16 14:15:07 | PROD | SP_CONFIG   | Symplicity - Booker                     | ok        | 
2026-04-16 14:15:33 | PROD | SP_CONFIG   | Symplicity - Fischer                    | ok        | 
2026-04-16 14:16:03 | PROD | SP_CONFIG   | Symplicity - Heinrich                   | ok        | 
2026-04-16 14:16:24 | PROD | SP_CONFIG   | Symplicity - Kaine                      | ok        | 
2026-04-16 14:16:53 | PROD | SP_CONFIG   | Symplicity - Markey                     | ok        | 
2026-04-16 14:17:23 | PROD | SP_CONFIG   | Symplicity - Tester                     | ok        | 
2026-04-16 14:17:45 | PROD | SP_CONFIG   | Symplicity -test                        | ok        | 
2026-04-16 14:18:13 | PROD | SP_CONFIG   | Sympliciy - Warren                      | ok        | 
2026-04-16 14:18:34 | PROD | SP_CONFIG   | UCC-Vyopta                              | ok        | 
2026-04-16 14:18:56 | PROD | SP_CONFIG   | UKG Kronos_Test                         | ok        | 
2026-04-16 14:19:17 | PROD | SP_CONFIG   | Veritone                                | ok        | 
2026-04-16 14:19:38 | PROD | SP_CONFIG   | Wall Street Journal                     | ok        | 
2026-04-16 14:20:00 | PROD | SP_CONFIG   | WebEOC                                  | ok        | 
2026-04-16 14:20:32 | PROD | SP_CONFIG   | Webex Meetings                          | ok        | 
2026-04-16 14:20:59 | PROD | SP_CONFIG   | WebScribble SSO                         | ok        | 
2026-04-16 14:21:25 | PROD | SP_CONFIG   | WellBeing SSO                           | ok        | 
2026-04-16 14:21:46 | PROD | SP_CONFIG   | Whitehouse Tours SSO                    | ok        | 
2026-04-16 14:22:18 | PROD | SP_CONFIG   | Zoom                                    | ok        | 
2026-04-16 14:25:25 | PROD | AI_REVIEW   | LFTS2 (Kiteworks)                       | no_oin    | No CANDIDATES listed for LFTS2 (Kiteworks); without catalog entries to reference, no OIN match can be assigned.
2026-04-16 14:25:25 | PROD | OVERRIDE    | LFTS2 (Kiteworks)                       | no_oin    | 
2026-04-16 14:26:10 | PROD | AI_REVIEW   | LFTS2 (Kiteworks)                       | review_nee| No CANDIDATES were provided for this app; Kiteworks is a known enterprise platform that may have an OIN entry, but no catalog keys are available to confirm — manual OIN catalog search required.
